bald eagle,new york,june 03
heron,michigan,july 14
little grebe,new york,september 06
common teal,new york,july 11
common teal,kansas,may 07
heron,michigan,may 18
flamingo,maine,september 21
shoebill,maine,august 19
flamingo,kentucky,july 16
bald eagle,kansas,september 05
bald eagle,michigan,september 14
common teal,kansas,april 11
heron,maine,september 28
little grebe,michigan,may 30
bald eagle,maine,august 14
heron,kansas,august 10
stork,missouri,october 09
shoebill,kentucky,july 16
shoebill,maine,july 03
bald eagle,michigan,august 28
little grebe,kentucky,june 20
shoebill,missouri,september 24
shoebill,maine,july 11
flamingo,missouri,september 03
bald eagle,missouri,april 18
albatross,missouri,september 04
little grebe,maine,august 28
shoebill,missouri,august 11
little grebe,michigan,august 01
bald eagle,kentucky,august 01
common teal,kentucky,july 26
long-tailed duck,kansas,july 28
common teal,missouri,september 05
long-tailed duck,missouri,october 28
flamingo,michigan,july 26
shoebill,kansas,may 20
stork,kentucky,august 07
vulture,missouri,september 02
common teal,maine,september 05
common teal,kansas,june 20
little grebe,new york,july 16
flamingo,maine,july 30
bald eagle,michigan,september 15
long-tailed duck,kansas,august 29
stork,missouri,july 21
stork,maine,august 16
albatross,kansas,july 10
heron,new york,may 06
shoebill,missouri,october 21
long-tailed duck,kentucky,july 04
shoebill,maine,may 23
stork,kentucky,august 05
vulture,michigan,june 27
flamingo,missouri,august 03
stork,michigan,july 10
common teal,new york,may 14
stork,kentucky,july 03
long-tailed duck,new york,august 10
long-tailed duck,kansas,march 18
flamingo,kentucky,july 31
little grebe,kentucky,july 07
shoebill,missouri,may 30
little grebe,maine,july 21
bald eagle,michigan,august 23
vulture,new york,july 02
heron,kentucky,june 23
bald eagle,kansas,july 29
heron,kentucky,july 18
flamingo,kentucky,june 24
heron,new york,august 21
vulture,maine,june 22
heron,kentucky,august 07
flamingo,new york,june 21
common teal,maine,june 13
albatross,michigan,june 08
heron,new york,july 05
stork,maine,june 09
common teal,missouri,july 19
stork,missouri,august 28
shoebill,kansas,may 09
little grebe,maine,august 03
little grebe,new york,may 28
heron,new york,october 09
stork,new york,august 31
albatross,maine,july 16
flamingo,missouri,august 07
vulture,maine,october 05
shoebill,kansas,july 04
albatross,michigan,july 03
bald eagle,maine,august 07
stork,maine,june 21
bald eagle,kentucky,may 15
long-tailed duck,new york,june 06
long-tailed duck,kansas,september 03
flamingo,missouri,july 05
long-tailed duck,michigan,july 09
common teal,kansas,may 26
heron,kansas,november 03
vulture,michigan,june 03
vulture,missouri,july 15
vulture,kansas,june 30
bald eagle,maine,august 07
bald eagle,kentucky,october 30
flamingo,michigan,june 07
stork,michigan,july 04
little grebe,maine,august 05
long-tailed duck,kentucky,august 30
shoebill,new york,july 14
common teal,new york,july 12
long-tailed duck,missouri,may 28
long-tailed duck,kansas,april 17
common teal,missouri,april 16
bald eagle,kansas,june 29
vulture,michigan,september 04
shoebill,kansas,november 16
albatross,new york,june 21
vulture,michigan,may 15
bald eagle,kansas,april 15
bald eagle,michigan,august 22
bald eagle,michigan,july 10
albatross,new york,august 19
common teal,kentucky,july 22
common teal,kentucky,november 27
bald eagle,kentucky,april 25
shoebill,maine,july 28
common teal,kentucky,october 29
flamingo,new york,november 05
long-tailed duck,maine,october 20
shoebill,michigan,august 14
heron,missouri,september 05
heron,kentucky,may 29
little grebe,michigan,july 22
bald eagle,new york,october 22
long-tailed duck,kansas,july 04
stork,kansas,may 25
bald eagle,kansas,october 18
stork,missouri,august 15
flamingo,michigan,may 17
bald eagle,kentucky,june 27
vulture,kentucky,may 07
vulture,missouri,july 18
common teal,new york,july 29
common teal,kansas,july 07
bald eagle,new york,june 21
bald eagle,missouri,august 15
long-tailed duck,michigan,june 06
flamingo,michigan,june 28
flamingo,kansas,october 06
vulture,michigan,may 05
albatross,new york,august 19
shoebill,kansas,july 13
flamingo,maine,august 28
bald eagle,kansas,june 04
long-tailed duck,new york,march 22
shoebill,kentucky,july 30
stork,new york,august 02
little grebe,kentucky,october 04
long-tailed duck,missouri,june 25
little grebe,new york,may 28
flamingo,missouri,june 11
heron,missouri,september 13
stork,missouri,august 18
shoebill,maine,july 13
vulture,kansas,september 06
common teal,kentucky,june 18
little grebe,missouri,july 30
flamingo,michigan,may 30
flamingo,new york,may 11
common teal,missouri,july 17
little grebe,kentucky,august 10
flamingo,new york,may 17
heron,maine,july 01
little grebe,kansas,july 12
bald eagle,kansas,august 06
common teal,missouri,july 31
bald eagle,missouri,june 15
albatross,maine,october 22
little grebe,new york,october 12
albatross,michigan,may 28
shoebill,maine,august 28
vulture,kentucky,september 29
little grebe,michigan,august 20
flamingo,kentucky,august 15
bald eagle,missouri,september 04
shoebill,kansas,may 28
stork,maine,june 25
shoebill,kansas,september 13
albatross,maine,july 22
bald eagle,missouri,august 14
bald eagle,michigan,july 23
little grebe,kentucky,august 09
flamingo,maine,august 05
bald eagle,new york,september 03
long-tailed duck,kansas,june 03
common teal,maine,june 20
common teal,kansas,june 29
bald eagle,new york,july 12
albatross,michigan,august 27
shoebill,kansas,july 17
common teal,kansas,july 25
long-tailed duck,kentucky,may 10
vulture,missouri,june 15
heron,kansas,july 26
vulture,kansas,july 22
bald eagle,missouri,july 02
long-tailed duck,maine,april 18
flamingo,missouri,july 17
common teal,new york,september 19
albatross,new york,july 28
heron,missouri,august 23
vulture,michigan,july 07
bald eagle,new york,july 26
common teal,kentucky,june 30
little grebe,kentucky,october 05
flamingo,missouri,june 26
albatross,michigan,july 14
flamingo,kansas,april 29
long-tailed duck,kansas,april 28
vulture,kansas,june 10
albatross,kansas,august 09
bald eagle,kentucky,august 11
long-tailed duck,kansas,june 28
stork,new york,february 28
bald eagle,kansas,august 25
common teal,kansas,june 04
little grebe,missouri,september 24
vulture,missouri,july 13
vulture,new york,september 22
little grebe,missouri,may 30
little grebe,new york,july 10
bald eagle,new york,november 04
long-tailed duck,missouri,june 11
stork,missouri,august 30
bald eagle,maine,august 01
flamingo,kansas,august 15
long-tailed duck,maine,may 03
long-tailed duck,kentucky,april 28
little grebe,kansas,november 21
bald eagle,maine,may 26
flamingo,missouri,september 11
stork,michigan,july 20
bald eagle,michigan,september 11
common teal,kansas,august 10
flamingo,new york,may 26
bald eagle,kentucky,september 25
albatross,new york,july 21
albatross,kansas,july 13
heron,kansas,july 10
common teal,maine,july 02
little grebe,michigan,may 30
long-tailed duck,new york,june 24
shoebill,missouri,june 30
long-tailed duck,kansas,june 29
shoebill,maine,august 25
stork,kentucky,july 12
bald eagle,kansas,may 26
common teal,kentucky,june 25
little grebe,new york,july 04
common teal,missouri,july 15
common teal,michigan,august 16
little grebe,kentucky,april 18
heron,new york,july 01
long-tailed duck,michigan,june 07
stork,maine,june 03
stork,kansas,may 01
heron,kansas,may 31
flamingo,missouri,july 15
stork,new york,july 31
stork,missouri,july 26
little grebe,maine,september 09
common teal,kentucky,september 12
stork,kentucky,july 08
long-tailed duck,missouri,august 18
stork,kansas,july 08
stork,missouri,august 26
shoebill,kansas,september 18
vulture,new york,june 26
common teal,michigan,june 11
heron,maine,may 09
heron,kansas,april 14
flamingo,michigan,september 22
albatross,michigan,august 15
long-tailed duck,new york,august 26
bald eagle,missouri,october 01
common teal,new york,july 05
long-tailed duck,missouri,june 13
albatross,missouri,august 01
vulture,michigan,august 17
shoebill,new york,march 31
long-tailed duck,kentucky,july 13
vulture,missouri,august 20
bald eagle,kansas,september 05
little grebe,new york,july 08
bald eagle,michigan,july 26
albatross,missouri,june 09
stork,kentucky,october 21
flamingo,michigan,august 20
stork,maine,july 08
long-tailed duck,kentucky,june 22
common teal,missouri,august 16
heron,missouri,june 15
common teal,maine,july 05
shoebill,michigan,june 02
vulture,missouri,october 09
common teal,kansas,july 18
vulture,michigan,july 11
stork,michigan,september 14
shoebill,kentucky,july 21
bald eagle,new york,august 19
shoebill,new york,july 29
little grebe,kansas,august 22
flamingo,kentucky,july 14
albatross,kentucky,august 23
vulture,new york,august 23
vulture,new york,september 29
common teal,maine,september 04
long-tailed duck,missouri,august 06
little grebe,maine,august 01
flamingo,missouri,july 09
shoebill,kentucky,august 12
stork,new york,july 13
vulture,kansas,august 01
shoebill,kansas,may 05
albatross,kansas,june 03
heron,missouri,july 17
vulture,kentucky,july 10
stork,kansas,may 15
albatross,new york,october 09
stork,michigan,june 02
long-tailed duck,kansas,may 26
vulture,michigan,july 05
shoebill,new york,july 19
common teal,kansas,july 19
little grebe,maine,august 12
stork,michigan,june 26
little grebe,kentucky,july 13
stork,kansas,july 25
albatross,michigan,september 22
heron,new york,july 06
vulture,michigan,july 15
long-tailed duck,kansas,july 31
flamingo,missouri,june 06
long-tailed duck,new york,september 04
vulture,maine,june 10
heron,michigan,june 22
long-tailed duck,michigan,november 21
flamingo,michigan,august 19
vulture,missouri,august 31
bald eagle,michigan,october 01
common teal,kansas,may 31
heron,kansas,june 25
bald eagle,maine,august 31
stork,kentucky,june 24
heron,kansas,june 02
heron,new york,june 15
common teal,kansas,august 08
flamingo,kentucky,july 15
flamingo,maine,september 24
stork,missouri,august 31
flamingo,kentucky,august 24
heron,kansas,july 04
vulture,kansas,august 12
albatross,missouri,june 20
albatross,michigan,august 13
vulture,kansas,may 31
little grebe,maine,july 22
flamingo,kansas,september 03
long-tailed duck,maine,may 30
heron,maine,april 07
flamingo,kentucky,august 10
heron,kentucky,august 13
heron,missouri,november 20
stork,new york,may 13
heron,kentucky,july 17
bald eagle,missouri,october 23
common teal,new york,august 02
flamingo,new york,august 19
vulture,missouri,may 05
vulture,kentucky,july 01
common teal,maine,july 07
albatross,michigan,may 16
little grebe,kentucky,june 30
shoebill,michigan,may 21
stork,missouri,august 06
shoebill,new york,september 19
heron,new york,july 17
flamingo,maine,july 23
heron,michigan,august 05
long-tailed duck,michigan,october 04
shoebill,new york,july 17
common teal,missouri,june 17
common teal,kentucky,august 23
vulture,michigan,august 29
flamingo,maine,july 04
long-tailed duck,kentucky,june 08
shoebill,michigan,august 01
stork,kansas,may 19
shoebill,kansas,june 27
heron,maine,july 13
common teal,michigan,may 12
long-tailed duck,maine,september 07
common teal,new york,may 02
shoebill,new york,july 06
bald eagle,kentucky,july 06
little grebe,maine,april 10
little grebe,new york,september 10
stork,missouri,june 26
albatross,maine,june 21
vulture,kentucky,september 05
long-tailed duck,kentucky,july 17
common teal,missouri,september 17
flamingo,michigan,september 02
vulture,kansas,august 18
common teal,kansas,november 19
long-tailed duck,kentucky,may 07
common teal,michigan,august 25
vulture,michigan,june 27
common teal,maine,may 18
heron,michigan,june 11
shoebill,kentucky,september 20
flamingo,maine,october 02
little grebe,missouri,june 23
shoebill,new york,july 07
flamingo,maine,june 16
vulture,missouri,april 24
shoebill,kansas,september 18
vulture,kentucky,august 10
little grebe,new york,july 29
little grebe,maine,february 13
flamingo,new york,july 30
flamingo,kentucky,august 20
little grebe,maine,august 08
little grebe,kentucky,may 20
vulture,kentucky,july 07
common teal,missouri,july 26
vulture,kansas,june 17
long-tailed duck,kentucky,august 03
bald eagle,maine,july 02
long-tailed duck,michigan,july 20
little grebe,maine,september 15
shoebill,maine,august 04
shoebill,michigan,september 01
stork,michigan,july 19
heron,missouri,may 19
common teal,michigan,june 04
albatross,kansas,may 12
common teal,michigan,september 27
flamingo,michigan,may 23
heron,kentucky,july 30
long-tailed duck,michigan,july 10
little grebe,kansas,june 13
stork,maine,september 19
heron,kentucky,july 31
heron,maine,august 18
little grebe,missouri,july 11
little grebe,kentucky,september 19
shoebill,maine,july 03
vulture,michigan,september 27
albatross,michigan,july 23
bald eagle,kansas,october 03
long-tailed duck,new york,july 12
bald eagle,new york,july 18
common teal,new york,august 07
albatross,michigan,july 24
little grebe,kentucky,august 21
long-tailed duck,kansas,july 29
little grebe,kentucky,august 04
stork,kansas,may 27
heron,kentucky,july 25
bald eagle,maine,july 28
vulture,new york,june 03
flamingo,michigan,october 17
shoebill,kansas,august 02
heron,missouri,july 26
albatross,missouri,august 31
shoebill,kentucky,july 11
bald eagle,michigan,july 16
flamingo,kansas,september 10
stork,maine,july 15
common teal,kentucky,may 06
vulture,michigan,july 14
common teal,michigan,august 20
little grebe,maine,may 19
vulture,kentucky,july 13
vulture,kansas,march 29
shoebill,michigan,july 05
bald eagle,kansas,august 10
little grebe,maine,september 04
bald eagle,maine,july 05
long-tailed duck,kentucky,september 15
bald eagle,missouri,august 10
albatross,kansas,august 21
shoebill,kansas,october 12
heron,missouri,august 15
little grebe,maine,september 10
long-tailed duck,kansas,september 02
vulture,missouri,may 19
bald eagle,new york,june 16
albatross,kansas,may 26
common teal,michigan,october 16
albatross,michigan,july 23
stork,michigan,may 04
heron,maine,august 22
heron,new york,july 14
bald eagle,maine,may 07
heron,missouri,june 30
little grebe,maine,august 14
common teal,maine,august 29
vulture,kentucky,july 30
heron,maine,september 04
little grebe,missouri,june 09
long-tailed duck,michigan,august 11
common teal,maine,august 05
common teal,kansas,july 17
vulture,new york,may 26
albatross,missouri,september 20
stork,maine,august 11
long-tailed duck,kansas,july 15
heron,kansas,october 18
bald eagle,michigan,october 30
stork,kentucky,march 31
flamingo,maine,july 15
long-tailed duck,kansas,may 09
stork,kansas,august 31
heron,maine,may 14
stork,kentucky,may 06
albatross,kentucky,june 27
little grebe,new york,august 10
albatross,kentucky,july 20
little grebe,maine,july 08
vulture,maine,july 13
vulture,missouri,may 23
long-tailed duck,new york,august 26
shoebill,maine,july 21
flamingo,new york,august 11
heron,new york,july 25
little grebe,maine,august 18
common teal,new york,august 02
flamingo,maine,july 11
little grebe,michigan,september 07
bald eagle,michigan,september 20
little grebe,new york,august 08
shoebill,missouri,may 10
long-tailed duck,new york,march 14
little grebe,new york,september 29
vulture,maine,june 14
vulture,maine,october 01
stork,new york,july 11
vulture,kansas,july 13
stork,new york,june 26
bald eagle,missouri,august 15
long-tailed duck,michigan,august 31
flamingo,michigan,august 28
heron,missouri,august 14
little grebe,michigan,may 07
shoebill,michigan,april 30
bald eagle,new york,july 19
albatross,new york,september 12
stork,new york,august 23
common teal,new york,august 31
flamingo,missouri,july 28
common teal,missouri,july 08
long-tailed duck,new york,june 27
flamingo,michigan,july 06
common teal,maine,september 20
vulture,kentucky,july 09
long-tailed duck,kansas,june 15
long-tailed duck,kansas,june 18
long-tailed duck,kentucky,june 15
albatross,new york,june 14
stork,new york,may 21
common teal,kansas,may 20
albatross,kansas,july 15
shoebill,maine,august 23
stork,maine,august 20
common teal,new york,june 02
flamingo,maine,june 04
albatross,new york,april 16
stork,missouri,july 10
stork,new york,june 07
heron,missouri,august 10
little grebe,new york,august 02
vulture,kansas,july 11
long-tailed duck,kansas,june 14
common teal,kansas,august 30
little grebe,missouri,september 15
vulture,missouri,august 05
albatross,new york,june 20
little grebe,michigan,august 03
shoebill,new york,may 27
albatross,kansas,july 29
stork,kansas,may 04
albatross,michigan,september 06
shoebill,missouri,may 14
little grebe,michigan,august 07
little grebe,kansas,august 20
little grebe,new york,august 14
flamingo,missouri,september 08
heron,kentucky,july 24
albatross,kentucky,july 04
vulture,michigan,may 17
little grebe,kansas,july 31
bald eagle,missouri,july 25
long-tailed duck,maine,july 28
common teal,kentucky,july 19
shoebill,kentucky,may 28
long-tailed duck,missouri,august 22
shoebill,missouri,may 24
albatross,new york,august 04
little grebe,maine,september 19
stork,missouri,april 20
vulture,maine,december 15
albatross,missouri,july 24
vulture,new york,june 21
long-tailed duck,kansas,august 18
heron,missouri,may 30
little grebe,kansas,august 19
long-tailed duck,kentucky,july 23
long-tailed duck,maine,june 25
albatross,new york,august 19
common teal,michigan,september 25
stork,maine,may 07
bald eagle,missouri,may 26
shoebill,maine,may 23
long-tailed duck,new york,september 18
little grebe,kentucky,september 12
bald eagle,kentucky,june 06
albatross,michigan,september 04
vulture,kentucky,september 08
vulture,new york,july 30
stork,maine,august 23
shoebill,missouri,august 31
albatross,missouri,september 11
heron,new york,october 02
vulture,kentucky,august 28
shoebill,kansas,june 26
shoebill,kentucky,june 29
albatross,missouri,august 22
common teal,michigan,november 17
shoebill,kentucky,august 15
albatross,kansas,june 03
shoebill,michigan,june 03
little grebe,kentucky,may 17
vulture,new york,june 20
bald eagle,kansas,september 12
flamingo,maine,august 16
bald eagle,michigan,july 03
little grebe,maine,august 17
bald eagle,kentucky,july 23
heron,michigan,september 21
vulture,kansas,september 13
bald eagle,missouri,july 04
stork,kansas,july 26
bald eagle,new york,june 23
heron,michigan,july 08
stork,maine,august 26
common teal,missouri,july 11
shoebill,kansas,june 14
shoebill,kansas,june 10
common teal,michigan,june 01
albatross,kansas,july 22
bald eagle,missouri,august 22
flamingo,maine,july 07
bald eagle,kentucky,july 02
common teal,new york,september 01
flamingo,maine,july 06
vulture,kentucky,august 18
stork,kentucky,may 31
vulture,kentucky,august 29
common teal,missouri,july 01
little grebe,missouri,august 14
little grebe,missouri,june 22
bald eagle,missouri,august 02
bald eagle,michigan,august 14
bald eagle,kansas,april 15
long-tailed duck,kansas,june 08
long-tailed duck,missouri,june 29
bald eagle,maine,may 25
common teal,kansas,may 27
vulture,new york,july 01
stork,new york,july 26
common teal,new york,april 26
bald eagle,maine,june 27
stork,maine,may 21
bald eagle,michigan,july 15
vulture,missouri,july 27
long-tailed duck,maine,june 19
little grebe,missouri,july 12
flamingo,kansas,july 05
little grebe,maine,september 16
little grebe,kansas,july 11
flamingo,new york,july 06
albatross,kansas,may 06
bald eagle,kentucky,april 19
little grebe,maine,august 05
albatross,missouri,august 22
long-tailed duck,missouri,september 12
flamingo,kansas,july 05
stork,new york,july 15
common teal,michigan,july 15
stork,kansas,july 28
shoebill,maine,may 12
heron,new york,june 18
long-tailed duck,new york,june 22
heron,new york,august 05
shoebill,kentucky,august 22
shoebill,kansas,june 15
little grebe,missouri,june 18
bald eagle,maine,august 25
long-tailed duck,kentucky,july 28
bald eagle,kansas,august 16
bald eagle,new york,november 20
common teal,missouri,september 09
flamingo,maine,july 17
vulture,michigan,june 20
flamingo,kentucky,july 19
vulture,missouri,october 01
common teal,new york,june 24
little grebe,kentucky,june 09
flamingo,kansas,october 24
shoebill,maine,july 24
stork,kentucky,june 06
flamingo,michigan,september 14
long-tailed duck,kansas,november 15
flamingo,kentucky,july 14
stork,michigan,july 06
stork,kentucky,october 19
stork,kansas,july 14
bald eagle,new york,september 13
stork,michigan,june 07
little grebe,missouri,july 09
long-tailed duck,michigan,june 19
shoebill,kansas,july 22
bald eagle,maine,august 06
bald eagle,maine,march 26
shoebill,kansas,july 13
albatross,maine,may 28
little grebe,kentucky,june 10
common teal,kentucky,july 31
flamingo,kansas,august 07
vulture,missouri,july 01
bald eagle,missouri,july 01
shoebill,michigan,may 21
flamingo,maine,july 12
heron,kansas,june 10
little grebe,maine,july 29
shoebill,new york,october 01
heron,new york,may 30
little grebe,kansas,october 09
long-tailed duck,kentucky,april 21
little grebe,michigan,july 26
long-tailed duck,kentucky,november 04
stork,maine,march 27
flamingo,new york,august 11
long-tailed duck,maine,september 02
heron,michigan,may 24
bald eagle,michigan,october 04
heron,kansas,august 19
long-tailed duck,missouri,july 11
little grebe,maine,august 11
flamingo,michigan,may 18
common teal,missouri,july 26
bald eagle,kansas,may 09
little grebe,michigan,april 28
vulture,michigan,may 30
albatross,kansas,april 11
bald eagle,kansas,july 22
shoebill,maine,may 22
bald eagle,michigan,june 14
stork,new york,july 28
vulture,missouri,may 25
vulture,new york,september 24
little grebe,kansas,april 18
flamingo,kansas,july 06
albatross,kansas,september 03
heron,kentucky,july 11
long-tailed duck,maine,july 30
bald eagle,kansas,october 30
flamingo,missouri,july 16
stork,maine,may 19
albatross,missouri,september 04
shoebill,new york,july 19
stork,kansas,july 04
heron,new york,may 21
shoebill,michigan,july 29
heron,kentucky,may 21
little grebe,new york,july 09
little grebe,michigan,july 05
heron,kansas,august 03
bald eagle,kansas,december 21
bald eagle,new york,july 10
little grebe,kentucky,may 21
common teal,missouri,may 31
vulture,new york,june 02
common teal,michigan,october 06
albatross,kansas,november 13
long-tailed duck,missouri,june 30
long-tailed duck,michigan,july 04
shoebill,kentucky,june 30
little grebe,maine,may 12
common teal,kentucky,june 28
little grebe,michigan,october 09
vulture,kentucky,august 31
shoebill,michigan,august 22
shoebill,missouri,september 16
little grebe,maine,august 27
stork,new york,july 26
vulture,kansas,october 17
bald eagle,maine,may 09
flamingo,new york,september 11
bald eagle,kentucky,june 12
vulture,missouri,july 17
shoebill,michigan,october 06
little grebe,kentucky,july 22
stork,missouri,june 12
little grebe,maine,april 25
flamingo,kansas,june 27
long-tailed duck,missouri,july 05
flamingo,kentucky,june 20
shoebill,kentucky,may 31
vulture,michigan,august 16
little grebe,kentucky,july 11
albatross,maine,september 24
long-tailed duck,kentucky,july 16
stork,new york,july 21
heron,new york,may 26
vulture,michigan,june 17
albatross,maine,may 23
flamingo,new york,june 12
stork,maine,june 27
vulture,kansas,september 09
albatross,new york,june 30
long-tailed duck,kansas,july 03
long-tailed duck,new york,june 05
shoebill,michigan,october 18
albatross,missouri,june 24
bald eagle,new york,july 14
flamingo,new york,july 03
shoebill,missouri,june 16
bald eagle,maine,july 14
shoebill,kentucky,may 23
heron,kansas,june 21
bald eagle,kentucky,april 19
heron,missouri,august 27
shoebill,maine,august 27
shoebill,michigan,july 30
flamingo,kansas,may 26
vulture,maine,july 29
albatross,maine,november 10
stork,new york,july 22
vulture,kentucky,august 11
shoebill,maine,june 07
flamingo,kentucky,july 09
little grebe,new york,july 10
bald eagle,kentucky,september 17
common teal,michigan,june 09
heron,kentucky,may 09
bald eagle,kansas,july 23
albatross,missouri,august 01
heron,missouri,october 19
long-tailed duck,maine,may 10
albatross,kansas,may 15
little grebe,new york,december 31
albatross,kansas,july 14
bald eagle,missouri,august 02
albatross,new york,july 24
vulture,maine,may 30
bald eagle,missouri,august 25
albatross,new york,july 02
little grebe,kansas,august 01
albatross,michigan,june 09
albatross,new york,june 23
bald eagle,michigan,july 25
common teal,kansas,june 03
albatross,missouri,june 11
shoebill,missouri,october 31
flamingo,kentucky,january 22
long-tailed duck,kansas,june 26
vulture,maine,august 14
albatross,michigan,may 31
long-tailed duck,missouri,may 28
heron,maine,july 13
