country	year	pop	continent	lifeExp	gdpPercap
Rwanda	1997	7212583	Africa	36.087	589.9445051
Sao_Tome_and_Principe	1997	145608	Africa	63.306	1339.076036
Saudi_Arabia	1997	21229759	Asia	70.533	20586.69019
Senegal	1997	9535314	Africa	60.187	1392.368347
Serbia	1997	10336594	Europe	72.232	7914.320304
Sierra_Leone	1997	4578212	Africa	39.897	574.6481576
Singapore	1997	3802309	Asia	77.158	33519.4766
Slovak_Republic	1997	5383010	Europe	72.71	12126.23065
Slovenia	1997	2011612	Europe	75.13	17161.10735
Somalia	1997	6633514	Africa	43.795	930.5964284
South_Africa	1997	42835005	Africa	60.236	7479.188244
Spain	1997	39855442	Europe	78.77	20445.29896
Sri_Lanka	1997	18698655	Asia	70.457	2664.477257
Sudan	1997	32160729	Africa	55.373	1632.210764
Swaziland	1997	1054486	Africa	54.289	3876.76846
Sweden	1997	8897619	Europe	79.39	25266.59499
Switzerland	1997	7193761	Europe	79.37	32135.32301
Syria	1997	15081016	Asia	71.527	4014.238972
Taiwan	1997	21628605	Asia	75.25	20206.82098
Tanzania	1997	30686889	Africa	48.466	789.1862231
Thailand	1997	60216677	Asia	67.521	5852.625497
Togo	1997	4320890	Africa	58.39	982.2869243
Trinidad_and_Tobago	1997	1138101	Americas	69.465	8792.573126
Tunisia	1997	9231669	Africa	71.973	4876.798614
Turkey	1997	63047647	Europe	68.835	6601.429915
Uganda	1997	21210254	Africa	44.578	816.559081
United_Kingdom	1997	58808266	Europe	77.218	26074.53136
United_States	1997	272911760	Americas	76.81	35767.43303
Uruguay	1997	3262838	Americas	74.223	9230.240708
Venezuela	1997	22374398	Americas	72.146	10165.49518
Vietnam	1997	76048996	Asia	70.672	1385.896769
West_Bank_and_Gaza	1997	2826046	Asia	71.096	7110.667619
Yemen,_Rep.	1997	15826497	Asia	58.02	2117.484526
Zambia	1997	9417789	Africa	40.238	1071.353818
Zimbabwe	1997	11404948	Africa	46.809	792.4499603
