country	year	pop	continent	lifeExp	gdpPercap
India	1957	4.09e+08	Asia	40.249	590.061996
Indonesia	1957	90124000	Asia	39.918	858.9002707
Iran	1957	19792000	Asia	47.181	3290.257643
Iraq	1957	6248643	Asia	48.437	6229.333562
Ireland	1957	2878220	Europe	68.9	5599.077872
Israel	1957	1944401	Asia	67.84	5385.278451
Italy	1957	49182000	Europe	67.81	6248.656232
Jamaica	1957	1535090	Americas	62.61	4756.525781
Japan	1957	91563009	Asia	65.5	4317.694365
Jordan	1957	746559	Asia	45.669	1886.080591
Kenya	1957	7454779	Africa	44.686	944.4383152
Korea,_Dem._Rep.	1957	9411381	Asia	54.081	1571.134655
Korea,_Rep.	1957	22611552	Asia	52.681	1487.593537
Kuwait	1957	212846	Asia	58.033	113523.1329
Lebanon	1957	1647412	Asia	59.489	6089.786934
Lesotho	1957	813338	Africa	45.047	335.9971151
Liberia	1957	975950	Africa	39.486	620.9699901
Libya	1957	1201578	Africa	45.289	3448.284395
Madagascar	1957	5181679	Africa	38.865	1589.20275
Malawi	1957	3221238	Africa	37.207	416.3698064
Malaysia	1957	7739235	Asia	52.102	1810.066992
Mali	1957	4241884	Africa	35.307	490.3821867
Mauritania	1957	1076852	Africa	42.338	846.1202613
Mauritius	1957	609816	Africa	58.089	2034.037981
Mexico	1957	35015548	Americas	55.19	4131.546641
Mongolia	1957	882134	Asia	45.248	912.6626085
Montenegro	1957	442829	Europe	61.448	3682.259903
Morocco	1957	11406350	Africa	45.423	1642.002314
Mozambique	1957	7038035	Africa	33.779	495.5868333
Myanmar	1957	21731844	Asia	41.905	350
Namibia	1957	548080	Africa	45.226	2621.448058
Nepal	1957	9682338	Asia	37.686	597.9363558
Netherlands	1957	11026383	Europe	72.99	11276.19344
New_Zealand	1957	2229407	Oceania	70.26	12247.39532
Nicaragua	1957	1358828	Americas	45.432	3457.415947
Niger	1957	3692184	Africa	38.598	835.5234025
Nigeria	1957	37173340	Africa	37.802	1100.592563
Norway	1957	3491938	Europe	73.44	11653.97304
Oman	1957	561977	Asia	40.08	2242.746551
Pakistan	1957	46679944	Asia	45.557	747.0835292
Panama	1957	1063506	Americas	59.201	2961.800905
Paraguay	1957	1770902	Americas	63.196	2046.154706
Peru	1957	9146100	Americas	46.263	4245.256698
Philippines	1957	26072194	Asia	51.334	1547.944844
Poland	1957	28235346	Europe	65.77	4734.253019
Portugal	1957	8817650	Europe	61.51	3774.571743
Puerto_Rico	1957	2260000	Americas	68.54	3907.156189
Reunion	1957	308700	Africa	55.09	2769.451844
Romania	1957	17829327	Europe	64.1	3943.370225
Rwanda	1957	2822082	Africa	41.5	540.2893983
Sao_Tome_and_Principe	1957	61325	Africa	48.945	860.7369026
Saudi_Arabia	1957	4419650	Asia	42.868	8157.591248
Senegal	1957	3054547	Africa	39.329	1567.653006
Serbia	1957	7271135	Europe	61.685	4981.090891
Sierra_Leone	1957	2295678	Africa	31.57	1004.484437
Singapore	1957	1445929	Asia	63.179	2843.104409
Slovak_Republic	1957	3844277	Europe	67.45	6093.26298
Slovenia	1957	1533070	Europe	67.85	5862.276629
Somalia	1957	2780415	Africa	34.977	1258.147413
South_Africa	1957	16151549	Africa	47.985	5487.104219
Spain	1957	29841614	Europe	66.66	4564.80241
Sri_Lanka	1957	9128546	Asia	61.456	1072.546602
Sudan	1957	9753392	Africa	39.624	1770.337074
Swaziland	1957	326741	Africa	43.424	1244.708364
Sweden	1957	7363802	Europe	72.49	9911.878226
Switzerland	1957	5126000	Europe	70.56	17909.48973
Syria	1957	4149908	Asia	48.284	2117.234893
Taiwan	1957	10164215	Asia	62.4	1507.86129
Tanzania	1957	9452826	Africa	42.974	698.5356073
Thailand	1957	25041917	Asia	53.63	793.5774148
Togo	1957	1357445	Africa	41.208	925.9083202
Trinidad_and_Tobago	1957	764900	Americas	61.8	4100.3934
Tunisia	1957	3950849	Africa	47.1	1395.232468
Turkey	1957	25670939	Europe	48.079	2218.754257
Uganda	1957	6675501	Africa	42.571	774.3710692
United_Kingdom	1957	51430000	Europe	70.42	11283.17795
United_States	1957	171984000	Americas	69.49	14847.12712
Uruguay	1957	2424959	Americas	67.044	6150.772969
Venezuela	1957	6702668	Americas	57.907	9802.466526
Vietnam	1957	28998543	Asia	42.887	676.2854478
West_Bank_and_Gaza	1957	1070439	Asia	45.671	1827.067742
Yemen,_Rep.	1957	5498090	Asia	33.97	804.8304547
Zambia	1957	3016000	Africa	44.077	1311.956766
Zimbabwe	1957	3646340	Africa	50.469	518.7642681
