country	year	pop	continent	lifeExp	gdpPercap
Equatorial_Guinea	1952	216964	Africa	34.482	375.6431231
Eritrea	1952	1438760	Africa	35.928	328.9405571
Ethiopia	1952	20860941	Africa	34.078	362.1462796
Finland	1952	4090500	Europe	66.55	6424.519071
France	1952	42459667	Europe	67.41	7029.809327
Gabon	1952	420702	Africa	37.003	4293.476475
Gambia	1952	284320	Africa	30	485.2306591
Germany	1952	69145952	Europe	67.5	7144.114393
Ghana	1952	5581001	Africa	43.149	911.2989371
Greece	1952	7733250	Europe	65.86	3530.690067
Guatemala	1952	3146381	Americas	42.023	2428.237769
Guinea	1952	2664249	Africa	33.609	510.1964923
Guinea-Bissau	1952	580653	Africa	32.5	299.850319
Haiti	1952	3201488	Americas	37.579	1840.366939
Honduras	1952	1517453	Americas	41.912	2194.926204
Hong_Kong,_China	1952	2125900	Asia	60.96	3054.421209
Hungary	1952	9504000	Europe	64.03	5263.673816
Iceland	1952	147962	Europe	72.49	7267.688428
India	1952	3.72e+08	Asia	37.373	546.5657493
Indonesia	1952	82052000	Asia	37.468	749.6816546
Iran	1952	17272000	Asia	44.869	3035.326002
Iraq	1952	5441766	Asia	45.32	4129.766056
Ireland	1952	2952156	Europe	66.91	5210.280328
Israel	1952	1620914	Asia	65.39	4086.522128
Italy	1952	47666000	Europe	65.94	4931.404155
Jamaica	1952	1426095	Americas	58.53	2898.530881
Japan	1952	86459025	Asia	63.03	3216.956347
Jordan	1952	607914	Asia	43.158	1546.907807
Kenya	1952	6464046	Africa	42.27	853.540919
Korea,_Dem._Rep.	1952	8865488	Asia	50.056	1088.277758
Korea,_Rep.	1952	20947571	Asia	47.453	1030.592226
Kuwait	1952	160000	Asia	55.565	108382.3529
Lebanon	1952	1439529	Asia	55.928	4834.804067
Lesotho	1952	748747	Africa	42.138	298.8462121
Liberia	1952	863308	Africa	38.48	575.5729961
Libya	1952	1019729	Africa	42.723	2387.54806
Madagascar	1952	4762912	Africa	36.681	1443.011715
Malawi	1952	2917802	Africa	36.256	369.1650802
Malaysia	1952	6748378	Asia	48.463	1831.132894
Mali	1952	3838168	Africa	33.685	452.3369807
Mauritania	1952	1022556	Africa	40.543	743.1159097
Mauritius	1952	516556	Africa	50.986	1967.955707
Mexico	1952	30144317	Americas	50.789	3478.125529
Mongolia	1952	800663	Asia	42.244	786.5668575
Montenegro	1952	413834	Europe	59.164	2647.585601
Morocco	1952	9939217	Africa	42.873	1688.20357
Mozambique	1952	6446316	Africa	31.286	468.5260381
Myanmar	1952	20092996	Asia	36.319	331
Namibia	1952	485831	Africa	41.725	2423.780443
Nepal	1952	9182536	Asia	36.157	545.8657229
Netherlands	1952	10381988	Europe	72.13	8941.571858
New_Zealand	1952	1994794	Oceania	69.39	10556.57566
Nicaragua	1952	1165790	Americas	42.314	3112.363948
Niger	1952	3379468	Africa	37.444	761.879376
Nigeria	1952	33119096	Africa	36.324	1077.281856
Norway	1952	3327728	Europe	72.67	10095.42172
Oman	1952	507833	Asia	37.578	1828.230307
Pakistan	1952	41346560	Asia	43.436	684.5971438
Panama	1952	940080	Americas	55.191	2480.380334
Paraguay	1952	1555876	Americas	62.649	1952.308701
Peru	1952	8025700	Americas	43.902	3758.523437
Philippines	1952	22438691	Asia	47.752	1272.880995
Poland	1952	25730551	Europe	61.31	4029.329699
Portugal	1952	8526050	Europe	59.82	3068.319867
Puerto_Rico	1952	2227000	Americas	64.28	3081.959785
Reunion	1952	257700	Africa	52.724	2718.885295
Romania	1952	16630000	Europe	61.05	3144.613186
Rwanda	1952	2534927	Africa	40	493.3238752
Sao_Tome_and_Principe	1952	60011	Africa	46.471	879.5835855
Saudi_Arabia	1952	4005677	Asia	39.875	6459.554823
Senegal	1952	2755589	Africa	37.278	1450.356983
Serbia	1952	6860147	Europe	57.996	3581.459448
Sierra_Leone	1952	2143249	Africa	30.331	879.7877358
Singapore	1952	1127000	Asia	60.396	2315.138227
Slovak_Republic	1952	3558137	Europe	64.36	5074.659104
Slovenia	1952	1489518	Europe	65.57	4215.041741
Somalia	1952	2526994	Africa	32.978	1135.749842
South_Africa	1952	14264935	Africa	45.009	4725.295531
Spain	1952	28549870	Europe	64.94	3834.034742
Sri_Lanka	1952	7982342	Asia	57.593	1083.53203
Sudan	1952	8504667	Africa	38.635	1615.991129
Swaziland	1952	290243	Africa	41.407	1148.376626
Sweden	1952	7124673	Europe	71.86	8527.844662
Switzerland	1952	4815000	Europe	69.62	14734.23275
Syria	1952	3661549	Asia	45.883	1643.485354
Taiwan	1952	8550362	Asia	58.5	1206.947913
Tanzania	1952	8322925	Africa	41.215	716.6500721
Thailand	1952	21289402	Asia	50.848	757.7974177
Togo	1952	1219113	Africa	38.596	859.8086567
Trinidad_and_Tobago	1952	662850	Americas	59.1	3023.271928
Tunisia	1952	3647735	Africa	44.6	1468.475631
Turkey	1952	22235677	Europe	43.585	1969.10098
Uganda	1952	5824797	Africa	39.978	734.753484
United_Kingdom	1952	50430000	Europe	69.18	9979.508487
United_States	1952	157553000	Americas	68.44	13990.48208
Uruguay	1952	2252965	Americas	66.071	5716.766744
Venezuela	1952	5439568	Americas	55.088	7689.799761
Vietnam	1952	26246839	Asia	40.412	605.0664917
West_Bank_and_Gaza	1952	1030585	Asia	43.16	1515.592329
Yemen,_Rep.	1952	4963829	Asia	32.548	781.7175761
Zambia	1952	2672000	Africa	42.038	1147.388831
Zimbabwe	1952	3080907	Africa	48.451	406.8841148
