country	year	pop	continent	lifeExp	gdpPercap
Slovenia	1962	1582962	Europe	69.15	7402.303395
Somalia	1962	3080153	Africa	36.981	1369.488336
South_Africa	1962	18356657	Africa	49.951	5768.729717
Spain	1962	31158061	Europe	69.69	5693.843879
Sri_Lanka	1962	10421936	Asia	62.192	1074.47196
Sudan	1962	11183227	Africa	40.87	1959.593767
Swaziland	1962	370006	Africa	44.992	1856.182125
Sweden	1962	7561588	Europe	73.37	12329.44192
Switzerland	1962	5666000	Europe	71.32	20431.0927
Syria	1962	4834621	Asia	50.305	2193.037133
Taiwan	1962	11918938	Asia	65.2	1822.879028
Tanzania	1962	10863958	Africa	44.246	722.0038073
Thailand	1962	29263397	Asia	56.061	1002.199172
Togo	1962	1528098	Africa	43.922	1067.53481
Trinidad_and_Tobago	1962	887498	Americas	64.9	4997.523971
Tunisia	1962	4286552	Africa	49.579	1660.30321
Turkey	1962	29788695	Europe	52.098	2322.869908
Uganda	1962	7688797	Africa	45.344	767.2717398
United_Kingdom	1962	53292000	Europe	70.76	12477.17707
United_States	1962	186538000	Americas	70.21	16173.14586
Uruguay	1962	2598466	Americas	68.253	5603.357717
Venezuela	1962	8143375	Americas	60.77	8422.974165
Vietnam	1962	33796140	Asia	45.363	772.0491602
West_Bank_and_Gaza	1962	1133134	Asia	48.127	2198.956312
Yemen,_Rep.	1962	6120081	Asia	35.18	825.6232006
Zambia	1962	3421000	Africa	46.023	1452.725766
Zimbabwe	1962	4277736	Africa	52.358	527.2721818
