country	year	pop	continent	lifeExp	gdpPercap
Ethiopia	1992	52088559	Africa	48.091	421.3534653
Finland	1992	5041039	Europe	75.7	20647.16499
France	1992	57374179	Europe	77.46	24703.79615
Gabon	1992	985739	Africa	61.366	13522.15752
Gambia	1992	1025384	Africa	52.644	665.6244126
Germany	1992	80597764	Europe	76.07	26505.30317
Ghana	1992	16278738	Africa	57.501	925.060154
Greece	1992	10325429	Europe	77.03	17541.49634
Guatemala	1992	8486949	Americas	63.373	4439.45084
Guinea	1992	6990574	Africa	48.576	794.3484384
Guinea-Bissau	1992	1050938	Africa	43.266	745.5398706
Haiti	1992	6326682	Americas	55.089	1456.309517
Honduras	1992	5077347	Americas	66.399	3081.694603
Hong_Kong,_China	1992	5829696	Asia	77.601	24757.60301
Hungary	1992	10348684	Europe	69.17	10535.62855
Iceland	1992	259012	Europe	78.77	25144.39201
India	1992	8.72e+08	Asia	60.223	1164.406809
Indonesia	1992	184816000	Asia	62.681	2383.140898
Iran	1992	60397973	Asia	65.742	7235.653188
Iraq	1992	17861905	Asia	59.461	3745.640687
Ireland	1992	3557761	Europe	75.467	17558.81555
Israel	1992	4936550	Asia	76.93	18051.52254
Italy	1992	56840847	Europe	77.44	22013.64486
Jamaica	1992	2378618	Americas	71.766	7404.923685
Japan	1992	124329269	Asia	79.36	26824.89511
Jordan	1992	3867409	Asia	68.015	3431.593647
Kenya	1992	25020539	Africa	59.285	1341.921721
Korea,_Dem._Rep.	1992	20711375	Asia	69.978	3726.063507
Korea,_Rep.	1992	43805450	Asia	72.244	12104.27872
Kuwait	1992	1418095	Asia	75.19	34932.91959
Lebanon	1992	3219994	Asia	69.292	6890.806854
Lesotho	1992	1803195	Africa	59.685	977.4862725
Liberia	1992	1912974	Africa	40.802	636.6229191
Libya	1992	4364501	Africa	68.755	9640.138501
Madagascar	1992	12210395	Africa	52.214	1040.67619
Malawi	1992	10014249	Africa	49.42	563.2000145
Malaysia	1992	18319502	Asia	70.693	7277.912802
Mali	1992	8416215	Africa	48.388	739.014375
Mauritania	1992	2119465	Africa	58.333	1361.369784
Mauritius	1992	1096202	Africa	69.745	6058.253846
Mexico	1992	88111030	Americas	71.455	9472.384295
Mongolia	1992	2312802	Asia	61.271	1785.402016
Montenegro	1992	621621	Europe	75.435	7003.339037
Morocco	1992	25798239	Africa	65.393	2948.047252
Mozambique	1992	13160731	Africa	44.284	410.8968239
Myanmar	1992	40546538	Asia	59.32	347
Namibia	1992	1554253	Africa	61.999	3804.537999
Nepal	1992	20326209	Asia	55.727	897.7403604
Netherlands	1992	15174244	Europe	77.42	26790.94961
New_Zealand	1992	3437674	Oceania	76.33	18363.32494
Nicaragua	1992	4017939	Americas	65.843	2170.151724
Niger	1992	8392818	Africa	47.391	581.182725
Nigeria	1992	93364244	Africa	47.472	1619.848217
Norway	1992	4286357	Europe	77.32	33965.66115
Oman	1992	1915208	Asia	71.197	18616.70691
Pakistan	1992	120065004	Asia	60.838	1971.829464
Panama	1992	2484997	Americas	72.462	6618.74305
Paraguay	1992	4483945	Americas	68.225	4196.411078
Peru	1992	22430449	Americas	66.458	4446.380924
Philippines	1992	67185766	Asia	66.458	2279.324017
Poland	1992	38370697	Europe	70.99	7738.881247
Portugal	1992	9927680	Europe	74.86	16207.26663
Puerto_Rico	1992	3585176	Americas	73.911	14641.58711
Reunion	1992	622191	Africa	73.615	6101.255823
Romania	1992	22797027	Europe	69.36	6598.409903
Rwanda	1992	7290203	Africa	23.599	737.0685949
Sao_Tome_and_Principe	1992	125911	Africa	62.742	1428.777814
Saudi_Arabia	1992	16945857	Asia	68.768	24841.61777
Senegal	1992	8307920	Africa	58.196	1367.899369
Serbia	1992	9826397	Europe	71.659	9325.068238
Sierra_Leone	1992	4260884	Africa	38.333	1068.696278
Singapore	1992	3235865	Asia	75.788	24769.8912
Slovak_Republic	1992	5302888	Europe	71.38	9498.467723
Slovenia	1992	1999210	Europe	73.64	14214.71681
Somalia	1992	6099799	Africa	39.658	926.9602964
South_Africa	1992	39964159	Africa	61.888	7225.069258
Spain	1992	39549438	Europe	77.57	18603.06452
Sri_Lanka	1992	17587060	Asia	70.379	2153.739222
Sudan	1992	28227588	Africa	53.556	1492.197043
Swaziland	1992	962344	Africa	58.474	3553.0224
Sweden	1992	8718867	Europe	78.16	23880.01683
Switzerland	1992	6995447	Europe	78.03	31871.5303
Syria	1992	13219062	Asia	69.249	3340.542768
Taiwan	1992	20686918	Asia	74.26	15215.6579
Tanzania	1992	26605473	Africa	50.44	825.682454
Thailand	1992	56667095	Asia	67.298	4616.896545
Togo	1992	3747553	Africa	58.061	1034.298904
Trinidad_and_Tobago	1992	1183669	Americas	69.862	7370.990932
Tunisia	1992	8523077	Africa	70.001	4332.720164
Turkey	1992	58179144	Europe	66.146	5678.348271
Uganda	1992	18252190	Africa	48.825	644.1707969
United_Kingdom	1992	57866349	Europe	76.42	22705.09254
United_States	1992	256894189	Americas	76.09	32003.93224
Uruguay	1992	3149262	Americas	72.752	8137.004775
Venezuela	1992	20265563	Americas	71.15	10733.92631
Vietnam	1992	69940728	Asia	67.662	989.0231487
West_Bank_and_Gaza	1992	2104779	Asia	69.718	6017.654756
Yemen,_Rep.	1992	13367997	Asia	55.599	1879.496673
Zambia	1992	8381163	Africa	46.1	1210.884633
Zimbabwe	1992	10704340	Africa	60.377	693.4207856
