country	year	pop	continent	lifeExp	gdpPercap
Guatemala	1987	7326406	Americas	60.782	4246.485974
Guinea	1987	5650262	Africa	45.552	805.5724718
Guinea-Bissau	1987	927524	Africa	41.245	736.4153921
Haiti	1987	5756203	Americas	53.636	1823.015995
Honduras	1987	4372203	Americas	64.492	3023.096699
Hong_Kong,_China	1987	5584510	Asia	76.2	20038.47269
Hungary	1987	10612740	Europe	69.58	12986.47998
Iceland	1987	244676	Europe	77.23	26923.20628
India	1987	7.88e+08	Asia	58.553	976.5126756
Indonesia	1987	169276000	Asia	60.137	1748.356961
Iran	1987	51889696	Asia	63.04	6642.881371
Iraq	1987	16543189	Asia	65.044	11643.57268
Ireland	1987	3539900	Europe	74.36	13872.86652
Israel	1987	4203148	Asia	75.6	17122.47986
Italy	1987	56729703	Europe	76.42	19207.23482
Jamaica	1987	2326606	Americas	71.77	6351.237495
Japan	1987	122091325	Asia	78.67	22375.94189
Jordan	1987	2820042	Asia	65.869	4448.679912
Kenya	1987	21198082	Africa	59.339	1361.936856
Korea,_Dem._Rep.	1987	19067554	Asia	70.647	4106.492315
Korea,_Rep.	1987	41622000	Asia	69.81	8533.088805
Kuwait	1987	1891487	Asia	74.174	28118.42998
Lebanon	1987	3089353	Asia	67.926	5377.091329
Lesotho	1987	1599200	Africa	57.18	773.9932141
Liberia	1987	2269414	Africa	46.027	506.1138573
Libya	1987	3799845	Africa	66.234	11770.5898
Madagascar	1987	10568642	Africa	49.35	1155.441948
Malawi	1987	7824747	Africa	47.457	635.5173634
Malaysia	1987	16331785	Asia	69.5	5249.802653
Mali	1987	7634008	Africa	46.364	684.1715576
Mauritania	1987	1841240	Africa	56.145	1421.603576
Mauritius	1987	1042663	Africa	68.74	4783.586903
Mexico	1987	80122492	Americas	69.498	8688.156003
Mongolia	1987	2015133	Asia	60.222	2338.008304
Montenegro	1987	569473	Europe	74.865	11732.51017
Morocco	1987	22987397	Africa	62.677	2755.046991
Mozambique	1987	12891952	Africa	42.861	389.8761846
Myanmar	1987	38028578	Asia	58.339	385
Namibia	1987	1278184	Africa	60.835	3693.731337
Nepal	1987	17917180	Asia	52.537	775.6324501
Netherlands	1987	14665278	Europe	76.83	23651.32361
New_Zealand	1987	3317166	Oceania	74.32	19007.19129
Nicaragua	1987	3344353	Americas	62.008	2955.984375
Niger	1987	7332638	Africa	44.555	668.3000228
Nigeria	1987	81551520	Africa	46.886	1385.029563
Norway	1987	4186147	Europe	75.89	31540.9748
Oman	1987	1593882	Asia	67.734	18115.22313
Pakistan	1987	105186881	Asia	58.245	1704.686583
Panama	1987	2253639	Americas	71.523	7034.779161
Paraguay	1987	3886512	Americas	67.378	3998.875695
Peru	1987	20195924	Americas	64.134	6360.943444
Philippines	1987	60017788	Asia	64.151	2189.634995
Poland	1987	37740710	Europe	70.98	9082.351172
Portugal	1987	9915289	Europe	74.06	13039.30876
Puerto_Rico	1987	3444468	Americas	74.63	12281.34191
Reunion	1987	562035	Africa	71.913	5303.377488
Romania	1987	22686371	Europe	69.53	9696.273295
Rwanda	1987	6349365	Africa	44.02	847.991217
Sao_Tome_and_Principe	1987	110812	Africa	61.728	1516.525457
Saudi_Arabia	1987	14619745	Asia	66.295	21198.26136
Senegal	1987	7171347	Africa	55.769	1441.72072
Serbia	1987	9230783	Europe	71.218	15870.87851
Sierra_Leone	1987	3868905	Africa	40.006	1294.447788
Singapore	1987	2794552	Asia	73.56	18861.53081
Slovak_Republic	1987	5199318	Europe	71.08	12037.26758
Slovenia	1987	1945870	Europe	72.25	18678.53492
Somalia	1987	6921858	Africa	44.501	1093.244963
South_Africa	1987	35933379	Africa	60.834	7825.823398
Spain	1987	38880702	Europe	76.9	15764.98313
Sri_Lanka	1987	16495304	Asia	69.011	1876.766827
Sudan	1987	24725960	Africa	51.744	1507.819159
Swaziland	1987	779348	Africa	57.678	3984.839812
Sweden	1987	8421403	Europe	77.19	23586.92927
Switzerland	1987	6649942	Europe	77.41	30281.70459
Syria	1987	11242847	Asia	66.974	3116.774285
Taiwan	1987	19757799	Asia	73.4	11054.56175
Tanzania	1987	23040630	Africa	51.535	831.8220794
Thailand	1987	52910342	Asia	66.084	2982.653773
Togo	1987	3154264	Africa	56.941	1202.201361
Trinidad_and_Tobago	1987	1191336	Americas	69.582	7388.597823
Tunisia	1987	7724976	Africa	66.894	3810.419296
Turkey	1987	52881328	Europe	63.108	5089.043686
Uganda	1987	15283050	Africa	51.509	617.7244065
United_Kingdom	1987	56981620	Europe	75.007	21664.78767
United_States	1987	242803533	Americas	75.02	29884.35041
Uruguay	1987	3045153	Americas	71.918	7452.398969
Venezuela	1987	17910182	Americas	70.19	9883.584648
Vietnam	1987	62826491	Asia	62.82	820.7994449
West_Bank_and_Gaza	1987	1691210	Asia	67.046	5107.197384
Yemen,_Rep.	1987	11219340	Asia	52.922	1971.741538
Zambia	1987	7272406	Africa	50.821	1213.315116
Zimbabwe	1987	9216418	Africa	62.351	706.1573059
