country	year	pop	continent	lifeExp	gdpPercap
India	2002	1034172547	Asia	62.879	1746.769454
Indonesia	2002	211060000	Asia	68.588	2873.91287
Iran	2002	66907826	Asia	69.451	9240.761975
Iraq	2002	24001816	Asia	57.046	4390.717312
Ireland	2002	3879155	Europe	77.783	34077.04939
Israel	2002	6029529	Asia	79.696	21905.59514
Italy	2002	57926999	Europe	80.24	27968.09817
Jamaica	2002	2664659	Americas	72.047	6994.774861
Japan	2002	127065841	Asia	82	28604.5919
Jordan	2002	5307470	Asia	71.263	3844.917194
Kenya	2002	31386842	Africa	50.992	1287.514732
Korea,_Dem._Rep.	2002	22215365	Asia	66.662	1646.758151
Korea,_Rep.	2002	47969150	Asia	77.045	19233.98818
Kuwait	2002	2111561	Asia	76.904	35110.10566
Lebanon	2002	3677780	Asia	71.028	9313.93883
Lesotho	2002	2046772	Africa	44.593	1275.184575
Liberia	2002	2814651	Africa	43.753	531.4823679
Libya	2002	5368585	Africa	72.737	9534.677467
Madagascar	2002	16473477	Africa	57.286	894.6370822
Malawi	2002	11824495	Africa	45.009	665.4231186
Malaysia	2002	22662365	Asia	73.044	10206.97794
Mali	2002	10580176	Africa	51.818	951.4097518
Mauritania	2002	2828858	Africa	62.247	1579.019543
Mauritius	2002	1200206	Africa	71.954	9021.815894
Mexico	2002	102479927	Americas	74.902	10742.44053
Mongolia	2002	2674234	Asia	65.033	2140.739323
Montenegro	2002	720230	Europe	73.981	6557.194282
Morocco	2002	31167783	Africa	69.615	3258.495584
Mozambique	2002	18473780	Africa	44.026	633.6179466
Myanmar	2002	45598081	Asia	59.908	611
Namibia	2002	1972153	Africa	51.479	4072.324751
Nepal	2002	25873917	Asia	61.34	1057.206311
Netherlands	2002	16122830	Europe	78.53	33724.75778
New_Zealand	2002	3908037	Oceania	79.11	23189.80135
Nicaragua	2002	5146848	Americas	70.836	2474.548819
Niger	2002	11140655	Africa	54.496	601.0745012
Nigeria	2002	119901274	Africa	46.608	1615.286395
Norway	2002	4535591	Europe	79.05	44683.97525
Oman	2002	2713462	Asia	74.193	19774.83687
Pakistan	2002	153403524	Asia	63.61	2092.712441
Panama	2002	2990875	Americas	74.712	7356.031934
Paraguay	2002	5884491	Americas	70.755	3783.674243
Peru	2002	26769436	Americas	69.906	5909.020073
Philippines	2002	82995088	Asia	70.303	2650.921068
Poland	2002	38625976	Europe	74.67	12002.23908
Portugal	2002	10433867	Europe	77.29	19970.90787
Puerto_Rico	2002	3859606	Americas	77.778	18855.60618
Reunion	2002	743981	Africa	75.744	6316.1652
Romania	2002	22404337	Europe	71.322	7885.360081
Rwanda	2002	7852401	Africa	43.413	785.6537648
Sao_Tome_and_Principe	2002	170372	Africa	64.337	1353.09239
Saudi_Arabia	2002	24501530	Asia	71.626	19014.54118
Senegal	2002	10870037	Africa	61.6	1519.635262
Serbia	2002	10111559	Europe	73.213	7236.075251
Sierra_Leone	2002	5359092	Africa	41.012	699.489713
Singapore	2002	4197776	Asia	78.77	36023.1054
Slovak_Republic	2002	5410052	Europe	73.8	13638.77837
Slovenia	2002	2011497	Europe	76.66	20660.01936
Somalia	2002	7753310	Africa	45.936	882.0818218
South_Africa	2002	44433622	Africa	53.365	7710.946444
Spain	2002	40152517	Europe	79.78	24835.47166
Sri_Lanka	2002	19576783	Asia	70.815	3015.378833
Sudan	2002	37090298	Africa	56.369	1993.398314
Swaziland	2002	1130269	Africa	43.869	4128.116943
Sweden	2002	8954175	Europe	80.04	29341.63093
Switzerland	2002	7361757	Europe	80.62	34480.95771
Syria	2002	17155814	Asia	73.053	4090.925331
Taiwan	2002	22454239	Asia	76.99	23235.42329
Tanzania	2002	34593779	Africa	49.651	899.0742111
Thailand	2002	62806748	Asia	68.564	5913.187529
Togo	2002	4977378	Africa	57.561	886.2205765
Trinidad_and_Tobago	2002	1101832	Americas	68.976	11460.60023
Tunisia	2002	9770575	Africa	73.042	5722.895655
Turkey	2002	67308928	Europe	70.845	6508.085718
Uganda	2002	24739869	Africa	47.813	927.7210018
United_Kingdom	2002	59912431	Europe	78.471	29478.99919
United_States	2002	287675526	Americas	77.31	39097.09955
Uruguay	2002	3363085	Americas	75.307	7727.002004
Venezuela	2002	24287670	Americas	72.766	8605.047831
Vietnam	2002	80908147	Asia	73.017	1764.456677
West_Bank_and_Gaza	2002	3389578	Asia	72.37	4515.487575
Yemen,_Rep.	2002	18701257	Asia	60.308	2234.820827
Zambia	2002	10595811	Africa	39.193	1071.613938
Zimbabwe	2002	11926563	Africa	39.989	672.0386227
