country	year	pop	continent	lifeExp	gdpPercap
Oman	1967	714775	Asia	46.988	4720.942687
Pakistan	1967	60641899	Asia	49.8	942.4082588
Panama	1967	1405486	Americas	64.071	4421.009084
Paraguay	1967	2287985	Americas	64.951	2299.376311
Peru	1967	12132200	Americas	51.445	5788.09333
Philippines	1967	35356600	Asia	56.393	1814.12743
Poland	1967	31785378	Europe	69.61	6557.152776
Portugal	1967	9103000	Europe	66.6	6361.517993
Puerto_Rico	1967	2648961	Americas	71.1	6929.277714
Reunion	1967	414024	Africa	60.542	4021.175739
Romania	1967	19284814	Europe	66.8	6470.866545
Rwanda	1967	3451079	Africa	44.1	510.9637142
Sao_Tome_and_Principe	1967	70787	Africa	54.425	1384.840593
Saudi_Arabia	1967	5618198	Asia	49.901	16903.04886
Senegal	1967	3965841	Africa	43.563	1612.404632
Serbia	1967	7971222	Europe	66.914	7991.707066
Sierra_Leone	1967	2662190	Africa	34.113	1206.043465
Singapore	1967	1977600	Asia	67.946	4977.41854
Slovak_Republic	1967	4442238	Europe	70.98	8412.902397
Slovenia	1967	1646912	Europe	69.18	9405.489397
Somalia	1967	3428839	Africa	38.977	1284.73318
South_Africa	1967	20997321	Africa	51.927	7114.477971
Spain	1967	32850275	Europe	71.44	7993.512294
Sri_Lanka	1967	11737396	Asia	64.266	1135.514326
Sudan	1967	12716129	Africa	42.858	1687.997641
Swaziland	1967	420690	Africa	46.633	2613.101665
Sweden	1967	7867931	Europe	74.16	15258.29697
Switzerland	1967	6063000	Europe	72.77	22966.14432
Syria	1967	5680812	Asia	53.655	1881.923632
Taiwan	1967	13648692	Asia	67.5	2643.858681
Tanzania	1967	12607312	Africa	45.757	848.2186575
Thailand	1967	34024249	Asia	58.285	1295.46066
Togo	1967	1735550	Africa	46.769	1477.59676
Trinidad_and_Tobago	1967	960155	Americas	65.4	5621.368472
Tunisia	1967	4786986	Africa	52.053	1932.360167
Turkey	1967	33411317	Europe	54.336	2826.356387
Uganda	1967	8900294	Africa	48.051	908.9185217
United_Kingdom	1967	54959000	Europe	71.36	14142.85089
United_States	1967	198712000	Americas	70.76	19530.36557
Uruguay	1967	2748579	Americas	68.468	5444.61962
Venezuela	1967	9709552	Americas	63.479	9541.474188
Vietnam	1967	39463910	Asia	47.838	637.1232887
West_Bank_and_Gaza	1967	1142636	Asia	51.631	2649.715007
Yemen,_Rep.	1967	6740785	Asia	36.984	862.4421463
Zambia	1967	3900000	Africa	47.768	1777.077318
Zimbabwe	1967	4995432	Africa	53.995	569.7950712
