country	year	pop	continent	lifeExp	gdpPercap
Finland	1982	4826933	Europe	74.55	18533.15761
France	1982	54433565	Europe	74.89	20293.89746
Gabon	1982	753874	Africa	56.564	15113.36194
Gambia	1982	715523	Africa	45.58	835.8096108
Germany	1982	78335266	Europe	73.8	22031.53274
Ghana	1982	11400338	Africa	53.744	876.032569
Greece	1982	9786480	Europe	75.24	15268.42089
Guatemala	1982	6395630	Americas	58.137	4820.49479
Guinea	1982	4710497	Africa	42.891	857.2503577
Guinea-Bissau	1982	825987	Africa	39.327	838.1239671
Haiti	1982	5198399	Americas	51.461	2011.159549
Honduras	1982	3669448	Americas	60.909	3121.760794
Hong_Kong,_China	1982	5264500	Asia	75.45	14560.53051
Hungary	1982	10705535	Europe	69.39	12545.99066
Iceland	1982	233997	Europe	76.99	23269.6075
India	1982	7.08e+08	Asia	56.596	855.7235377
Indonesia	1982	153343000	Asia	56.159	1516.872988
Iran	1982	43072751	Asia	59.62	7608.334602
Iraq	1982	14173318	Asia	62.038	14517.90711
Ireland	1982	3480000	Europe	73.1	12618.32141
Israel	1982	3858421	Asia	74.45	15367.0292
Italy	1982	56535636	Europe	74.98	16537.4835
Jamaica	1982	2298309	Americas	71.21	6068.05135
Japan	1982	118454974	Asia	77.11	19384.10571
Jordan	1982	2347031	Asia	63.739	4161.415959
Kenya	1982	17661452	Africa	58.766	1348.225791
Korea,_Dem._Rep.	1982	17647518	Asia	69.1	4106.525293
Korea,_Rep.	1982	39326000	Asia	67.123	5622.942464
Kuwait	1982	1497494	Asia	71.309	31354.03573
Lebanon	1982	3086876	Asia	66.983	7640.519521
Lesotho	1982	1411807	Africa	55.078	797.2631074
Liberia	1982	1956875	Africa	44.852	572.1995694
Libya	1982	3344074	Africa	62.155	17364.27538
Madagascar	1982	9171477	Africa	48.969	1302.878658
Malawi	1982	6502825	Africa	45.642	632.8039209
Malaysia	1982	14441916	Asia	68	4920.355951
Mali	1982	6998256	Africa	43.916	618.0140641
Mauritania	1982	1622136	Africa	53.599	1481.150189
Mauritius	1982	992040	Africa	66.711	3688.037739
Mexico	1982	71640904	Americas	67.405	9611.147541
Mongolia	1982	1756032	Asia	57.489	2000.603139
Montenegro	1982	562548	Europe	74.101	11222.58762
Morocco	1982	20198730	Africa	59.65	2702.620356
Mozambique	1982	12587223	Africa	42.795	462.2114149
Myanmar	1982	34680442	Asia	58.056	424
Namibia	1982	1099010	Africa	58.968	4191.100511
Nepal	1982	15796314	Asia	49.594	718.3730947
Netherlands	1982	14310401	Europe	76.05	21399.46046
New_Zealand	1982	3210650	Oceania	73.84	17632.4104
Nicaragua	1982	2979423	Americas	59.298	3470.338156
Niger	1982	6437188	Africa	42.598	909.7221354
Nigeria	1982	73039376	Africa	45.826	1576.97375
Norway	1982	4114787	Europe	75.97	26298.63531
Oman	1982	1301048	Asia	62.728	12954.79101
Pakistan	1982	91462088	Asia	56.158	1443.429832
Panama	1982	2036305	Americas	70.472	7009.601598
Paraguay	1982	3366439	Americas	66.874	4258.503604
Peru	1982	18125129	Americas	61.406	6434.501797
Philippines	1982	53456774	Asia	62.082	2603.273765
Poland	1982	36227381	Europe	71.32	8451.531004
Portugal	1982	9859650	Europe	72.77	11753.84291
Puerto_Rico	1982	3279001	Americas	73.75	10330.98915
Reunion	1982	517810	Africa	69.885	5267.219353
Romania	1982	22356726	Europe	69.66	9605.314053
Rwanda	1982	5507565	Africa	46.218	881.5706467
Sao_Tome_and_Principe	1982	98593	Africa	60.351	1890.218117
Saudi_Arabia	1982	11254672	Asia	63.012	33693.17525
Senegal	1982	6147783	Africa	52.379	1518.479984
Serbia	1982	9032824	Europe	70.162	15181.0927
Sierra_Leone	1982	3464522	Africa	38.445	1465.010784
Singapore	1982	2651869	Asia	71.76	15169.16112
Slovak_Republic	1982	5048043	Europe	70.8	11348.54585
Slovenia	1982	1861252	Europe	71.063	17866.72175
Somalia	1982	5828892	Africa	42.955	1176.807031
South_Africa	1982	31140029	Africa	58.161	8568.266228
Spain	1982	37983310	Europe	76.3	13926.16997
Sri_Lanka	1982	15410151	Asia	68.757	1648.079789
Sudan	1982	20367053	Africa	50.338	1895.544073
Swaziland	1982	649901	Africa	55.561	3895.384018
Sweden	1982	8325260	Europe	76.42	20667.38125
Switzerland	1982	6468126	Europe	76.21	28397.71512
Syria	1982	9410494	Asia	64.59	3761.837715
Taiwan	1982	18501390	Asia	72.16	7426.354774
Tanzania	1982	19844382	Africa	50.608	874.2426069
Thailand	1982	48827160	Asia	64.597	2393.219781
Togo	1982	2644765	Africa	55.471	1344.577953
Trinidad_and_Tobago	1982	1116479	Americas	68.832	9119.528607
Tunisia	1982	6734098	Africa	64.048	3560.233174
Turkey	1982	47328791	Europe	61.036	4241.356344
Uganda	1982	12939400	Africa	49.849	682.2662268
United_Kingdom	1982	56339704	Europe	74.04	18232.42452
United_States	1982	232187835	Americas	74.65	25009.55914
Uruguay	1982	2953997	Americas	70.805	6920.223051
Venezuela	1982	15620766	Americas	68.557	11152.41011
Vietnam	1982	56142181	Asia	58.816	707.2357863
West_Bank_and_Gaza	1982	1425876	Asia	64.406	4336.032082
Yemen,_Rep.	1982	9657618	Asia	49.113	1977.55701
Zambia	1982	6100407	Africa	51.821	1408.678565
Zimbabwe	1982	7636524	Africa	60.363	788.8550411
