country	year	pop	continent	lifeExp	gdpPercap
Iran	1972	30614000	Asia	55.234	9613.818607
Iraq	1972	10061506	Asia	56.95	9576.037596
Ireland	1972	3024400	Europe	71.28	9530.772896
Israel	1972	3095893	Asia	71.63	12786.93223
Italy	1972	54365564	Europe	72.19	12269.27378
Jamaica	1972	1997616	Americas	69	7433.889293
Japan	1972	107188273	Asia	73.42	14778.78636
Jordan	1972	1613551	Asia	56.528	2110.856309
Kenya	1972	12044785	Africa	53.559	1222.359968
Korea,_Dem._Rep.	1972	14781241	Asia	63.983	3701.621503
Korea,_Rep.	1972	33505000	Asia	62.612	3030.87665
Kuwait	1972	841934	Asia	67.712	109347.867
Lebanon	1972	2680018	Asia	65.421	7486.384341
Lesotho	1972	1116779	Africa	49.767	496.5815922
Liberia	1972	1482628	Africa	42.614	803.0054535
Libya	1972	2183877	Africa	52.773	21011.49721
Madagascar	1972	7082430	Africa	44.851	1748.562982
Malawi	1972	4730997	Africa	41.766	584.6219709
Malaysia	1972	11441462	Asia	63.01	2849.09478
Mali	1972	5828158	Africa	39.977	581.3688761
Mauritania	1972	1332786	Africa	48.437	1586.851781
Mauritius	1972	851334	Africa	62.944	2575.484158
Mexico	1972	55984294	Americas	62.361	6809.40669
Mongolia	1972	1320500	Asia	53.754	1421.741975
Montenegro	1972	527678	Europe	70.636	7778.414017
Morocco	1972	16660670	Africa	52.862	1930.194975
Mozambique	1972	9809596	Africa	40.328	724.9178037
Myanmar	1972	28466390	Asia	53.07	357
Namibia	1972	821782	Africa	53.867	3746.080948
Nepal	1972	12412593	Asia	43.971	674.7881296
Netherlands	1972	13329874	Europe	73.75	18794.74567
New_Zealand	1972	2929100	Oceania	71.89	16046.03728
Nicaragua	1972	2182908	Americas	55.151	4688.593267
Niger	1972	5060262	Africa	40.546	954.2092363
Nigeria	1972	53740085	Africa	42.821	1698.388838
Norway	1972	3933004	Europe	74.34	18965.05551
Oman	1972	829050	Asia	52.143	10618.03855
Pakistan	1972	69325921	Asia	51.929	1049.938981
Panama	1972	1616384	Americas	66.216	5364.249663
Paraguay	1972	2614104	Americas	65.815	2523.337977
Peru	1972	13954700	Americas	55.448	5937.827283
Philippines	1972	40850141	Asia	58.065	1989.37407
Poland	1972	33039545	Europe	70.85	8006.506993
Portugal	1972	8970450	Europe	69.26	9022.247417
Puerto_Rico	1972	2847132	Americas	72.16	9123.041742
Reunion	1972	461633	Africa	64.274	5047.658563
Romania	1972	20662648	Europe	69.21	8011.414402
Rwanda	1972	3992121	Africa	44.6	590.5806638
Sao_Tome_and_Principe	1972	76595	Africa	56.48	1532.985254
Saudi_Arabia	1972	6472756	Asia	53.886	24837.42865
Senegal	1972	4588696	Africa	45.815	1597.712056
Serbia	1972	8313288	Europe	68.7	10522.06749
Sierra_Leone	1972	2879013	Africa	35.4	1353.759762
Singapore	1972	2152400	Asia	69.521	8597.756202
Slovak_Republic	1972	4593433	Europe	70.35	9674.167626
Slovenia	1972	1694510	Europe	69.82	12383.4862
Somalia	1972	3840161	Africa	40.973	1254.576127
South_Africa	1972	23935810	Africa	53.696	7765.962636
Spain	1972	34513161	Europe	73.06	10638.75131
Sri_Lanka	1972	13016733	Asia	65.042	1213.39553
Sudan	1972	14597019	Africa	45.083	1659.652775
Swaziland	1972	480105	Africa	49.552	3364.836625
Sweden	1972	8122293	Europe	74.72	17832.02464
Switzerland	1972	6401400	Europe	73.78	27195.11304
Syria	1972	6701172	Asia	57.296	2571.423014
Taiwan	1972	15226039	Asia	69.39	4062.523897
Tanzania	1972	14706593	Africa	47.62	915.9850592
Thailand	1972	39276153	Asia	60.405	1524.358936
Togo	1972	2056351	Africa	49.759	1649.660188
Trinidad_and_Tobago	1972	975199	Americas	65.9	6619.551419
Tunisia	1972	5303507	Africa	55.602	2753.285994
Turkey	1972	37492953	Europe	57.005	3450.69638
Uganda	1972	10190285	Africa	51.016	950.735869
United_Kingdom	1972	56079000	Europe	72.01	15895.11641
United_States	1972	209896000	Americas	71.34	21806.03594
Uruguay	1972	2829526	Americas	68.673	5703.408898
Venezuela	1972	11515649	Americas	65.712	10505.25966
Vietnam	1972	44655014	Asia	50.254	699.5016441
West_Bank_and_Gaza	1972	1089572	Asia	56.532	3133.409277
Yemen,_Rep.	1972	7407075	Asia	39.848	1265.047031
Zambia	1972	4506497	Africa	50.107	1773.498265
Zimbabwe	1972	5861135	Africa	55.635	799.3621758
